bedrooms,bathrooms,floors,waterfront,view,condition,grade,zipcode,sale_year,sale_month,was_renovated,effective_year,effective_age,price_log,sqft_living_log,sqft_lot_log,sqft_living15_log,sqft_lot15_log
3,1.75,1.0,0,0,4,7,98117,2014,12,0,1950,64,13.304686600863562,7.252053951852814,8.314097335405807,7.252053951852814,8.314097335405807
2,1.75,1.0,0,0,3,7,98117,2015,2,0,1981,34,13.279368835614243,7.591357046698551,9.053803514155955,7.300472814267799,8.815666824946216
5,2.25,1.5,0,0,3,8,98105,2015,3,0,1927,88,13.732130035981154,7.912423121473705,8.699681400989514,7.912423121473705,8.699681400989514
4,2.5,2.0,0,0,3,9,98105,2014,5,0,1995,19,13.69334405393293,7.9483852851118995,8.517393171418904,7.576097340623111,8.517393171418904
4,2.5,2.0,0,0,3,7,98042,2014,8,0,2008,6,12.586223364451623,7.719129840906732,8.410943391573527,7.719129840906732,8.412054873292933
3,2.5,2.0,0,0,3,8,98042,2015,4,0,2003,12,12.614868865984631,7.791935956938058,8.46611040118692,7.897668150726906,8.46611040118692
5,3.25,2.0,0,4,4,8,98008,2014,8,0,1968,46,13.765270393051685,8.086717920303906,9.571017297294214,7.993282328101591,9.309733115854218
4,3.0,2.0,0,0,3,8,98059,2015,2,0,1991,24,12.971542813248437,7.523481312573497,9.208037722913508,7.7279755421055585,9.052867513151618
3,2.25,1.0,0,3,4,8,98166,2014,12,0,1959,55,13.384729180332174,7.67368812926773,9.963453133703561,7.852050207265889,9.846970109700957
3,1.75,1.0,0,0,3,7,98148,2014,8,0,1954,60,12.574185427296195,7.13966033596492,9.036106025364846,7.1631723908466425,9.076923258535832
3,1.75,2.0,0,0,5,8,98166,2014,10,0,1973,41,13.132315688453556,7.832014180505469,9.07004328643746,7.824445930877619,9.15915233520675
3,1.75,3.0,0,0,3,8,98115,2014,12,0,2014,0,13.215855541983634,7.340186835320115,6.951772164398911,7.365812837209472,8.036249942132116
3,2.25,1.0,0,0,3,7,98122,2014,6,0,1979,35,12.959846800844963,7.415175109613295,8.699681400989514,7.273092595999522,8.314097335405807
3,2.75,1.5,0,0,5,7,98144,2014,11,0,1925,89,12.668629868984294,7.9269635448629785,8.245384468120747,7.273092595999522,8.294299608857235
4,2.5,2.0,0,0,3,10,98004,2014,9,0,1989,25,13.790193775620484,7.908754738783246,9.3101857069459,7.919719760924575,9.3101857069459
4,2.5,2.0,0,0,3,7,98001,2014,10,0,2005,9,12.567240979056246,7.714677473800927,8.444407421690585,7.706162970199576,8.42463920980563
3,1.0,1.0,0,0,4,7,98042,2014,8,0,1968,46,12.225880174775122,6.90875477931522,9.398561160701128,6.918695219020472,9.444305161921976
5,2.25,1.0,0,0,3,8,98004,2014,6,0,1965,49,14.096923772119156,8.071218539969863,9.911406117780423,8.128880142125638,9.911406117780423
5,3.25,1.0,0,0,4,11,98005,2014,9,0,1973,41,13.854732232655556,8.470311205516108,10.821676481693363,8.169336395928386,10.569212147518101
3,2.0,1.0,0,0,4,7,98034,2015,1,0,1972,43,12.691583538230217,7.13966033596492,8.6328406149422,7.403061091090091,8.465057436995709
4,2.0,1.5,0,0,5,7,98125,2014,6,0,1916,98,13.255146239950099,7.919719760924575,8.962904128092928,7.32052696227274,8.962904128092928
4,2.5,2.0,0,0,3,8,98038,2014,7,0,2005,9,12.793862088206213,7.7752758464868625,8.517393171418904,7.791935956938058,8.517393171418904
3,1.75,1.0,0,0,5,7,98042,2015,3,0,1965,50,12.762830066509972,7.490529402060711,10.830322498285954,7.57095858316901,10.830322498285954
4,4.0,2.0,0,0,4,10,98075,2014,11,0,1986,28,13.632189702037216,8.14060704285845,10.466041875887068,8.083637203141548,10.463703160543519
4,1.75,1.0,0,0,3,7,98008,2014,10,0,1956,58,12.847929163278053,7.473637108496206,8.895766604056085,7.427144133408616,8.922791623969637
3,1.0,1.0,0,0,3,7,98116,2015,4,0,1941,74,13.081543466215237,6.947937068614969,8.529319371214077,6.792344427470809,8.529319371214077
3,1.0,1.0,0,0,4,7,98133,2014,6,0,1956,58,12.923914877701906,7.252053951852814,8.529319371214077,7.030857476116121,8.647168267837984
4,2.5,2.0,0,0,3,10,98010,2015,3,0,2002,13,13.487007879880162,8.146419323098003,10.588703362769794,8.11701408773731,10.590390276998745
3,2.5,2.0,0,0,3,8,98038,2014,12,0,2003,11,12.873904582205107,7.762596048540069,8.537191877922927,7.762596048540069,8.587465244401569
4,2.5,2.0,0,0,3,7,98038,2014,12,0,1992,22,12.793862088206213,7.550135342488429,8.681011276645632,7.534228326274089,8.764990330169104
2,1.0,1.0,0,0,3,7,98118,2014,10,0,1948,66,12.779875885354993,7.611347717403621,8.812992231969966,7.450660796211539,8.812992231969966
3,1.5,1.0,0,0,3,8,98059,2015,1,0,1964,51,12.782688818818986,7.427144133408616,9.072571442231286,7.523481312573497,9.082279701908664
3,1.0,1.0,0,0,3,6,98125,2014,6,0,1952,62,12.660331092405906,6.8679744089702925,8.800113946766308,7.359467638255621,8.882391706295847
3,1.5,2.0,0,0,3,9,98119,2014,11,0,1925,89,13.753636218075409,7.669028288589683,8.188966863648876,7.611347717403621,8.476579508530941
5,2.25,1.5,0,0,5,7,98092,2014,11,0,1961,53,12.628070334272698,7.886457270977689,9.036106025364846,7.372118028337787,9.007734471879521
3,3.25,2.0,0,0,3,9,98056,2014,6,0,2006,8,13.04115549117383,7.9269635448629785,8.744966011114109,7.550135342488429,8.902455592206882
2,2.25,2.0,0,0,4,7,98056,2014,5,0,1979,35,12.278397958261774,7.384610383176974,7.621195162809845,7.576097340623111,7.613818684808629
2,1.75,2.0,0,0,3,7,98136,2014,9,0,2006,8,12.721888795877375,6.93828448401696,6.9726062513017535,6.93828448401696,7.009408932708637
4,2.5,2.0,0,0,3,7,98023,2014,5,0,1988,26,12.40287632827253,7.591357046698551,8.909775673693389,7.591357046698551,8.924123891686012
5,2.75,2.0,0,0,4,10,98199,2015,3,0,2001,14,13.910712550098342,8.166500319155052,8.756839814829462,7.83241092718792,8.740496729931813
3,1.0,1.0,0,0,3,7,98023,2015,2,0,1962,53,11.938199736300925,7.0909098220799835,9.259225769705994,7.208600337960199,9.259225769705994
3,1.5,1.0,0,0,3,8,98117,2014,7,0,1939,75,12.971542813248437,7.365812837209472,8.517393171418904,7.359467638255621,8.412054873292933
3,1.5,1.0,0,0,3,8,98117,2014,12,0,1939,75,13.45883704259595,7.365812837209472,8.517393171418904,7.359467638255621,8.412054873292933
4,2.5,1.0,0,0,3,7,98040,2014,9,1,1991,23,13.715691327653829,8.101980731853192,9.235130540783402,7.576097340623111,8.707152175339404
3,1.75,1.0,0,0,3,7,98032,2015,3,0,1967,48,12.419169901386761,7.581209826196346,9.660268836790868,7.467942332285852,9.656115343487846
4,1.5,1.0,0,0,4,7,98023,2014,9,0,1975,39,12.201065128819632,7.057036981697891,8.764209507142004,7.057036981697891,8.764209507142004
3,1.75,1.0,0,0,5,7,98038,2014,7,0,1980,34,12.657151449598695,7.501634457883413,10.640675541671662,7.409136443920128,11.813304093943202
3,2.5,2.0,0,2,3,9,98045,2014,5,0,1992,22,12.988834270491479,7.749753406274437,10.514556622060466,7.844240718141811,10.464987279030074
3,2.5,1.5,0,0,5,9,98102,2014,6,0,1910,104,13.653968797939685,7.635786861395585,9.491148875484791,7.696667081526462,8.412054873292933
3,2.0,1.5,0,0,4,7,98117,2014,10,0,1929,85,13.22672519452875,7.591357046698551,8.154500175151941,7.384610383176974,8.154500175151941
3,2.25,2.0,0,0,4,8,98077,2014,12,0,1983,31,13.458765611575428,7.692113339595466,11.586120163073273,7.852050207265889,10.7743205614855
3,2.5,2.0,0,0,3,8,98004,2014,10,1,2010,4,13.89985262551525,7.979681302387741,9.001346243766392,7.771067086065406,9.001346243766392
3,1.0,1.0,0,0,3,7,98058,2014,9,0,1954,60,12.577639650232573,7.099201743553092,10.43176008990584,7.403061091090091,9.609854474590907
3,2.5,1.0,0,0,4,8,98058,2015,4,0,1978,37,12.834683971615659,7.75833346749091,9.21094019204815,7.719129840906732,9.007367027451355
3,1.0,1.5,0,0,4,7,98117,2014,5,0,1939,75,13.038983942375959,7.421177528595393,8.295548516225763,7.123672785204607,8.295548516225763
2,1.75,1.0,0,0,4,8,98198,2014,7,0,1985,29,12.146858590895919,7.123672785204607,7.821643126239982,7.147559271189454,8.51057131510735
4,2.5,2.0,0,0,4,10,98077,2015,3,0,1991,24,13.429849547739444,8.052296499538647,10.24131601192848,8.003363058629947,10.463160481696102
5,1.75,2.0,0,0,4,7,98052,2014,8,0,1942,72,13.060490101343552,7.616283561580385,9.42084437974393,7.824445930877619,9.152075463844207
4,2.5,2.0,0,0,3,8,98027,2014,7,0,1984,30,13.300929558259364,7.745435610274381,9.172119159155985,7.57095858316901,9.173365135851288
3,1.75,1.0,0,0,5,6,98103,2015,3,0,1905,110,13.25339339419516,7.13966033596492,8.110427237575024,7.2305631534092925,8.17103418920548
3,1.75,1.0,0,0,4,7,98038,2014,9,0,1980,34,12.515397562803473,7.340186835320115,9.441531454869693,7.340186835320115,9.363662136919832
3,1.75,1.0,0,2,3,7,98108,2014,11,0,1971,43,12.706699437569211,7.640603826393634,8.694502206386648,7.645397699428633,8.612685172875459
4,2.5,2.0,0,3,3,9,98001,2014,10,0,2001,13,13.081543466215237,8.080546965824498,9.691036630760662,7.878912912297133,9.049936850483158
3,3.5,2.0,0,0,3,8,98117,2014,11,1,1999,15,13.51508226312797,8.385032287813898,8.756367559802975,7.5126175446745105,8.756367559802975
3,3.5,3.0,0,0,3,8,98103,2014,6,0,2010,4,13.158697235290168,7.372118028337787,7.005789019253503,7.390798521735676,8.06054004653864
2,1.0,1.0,0,0,4,6,98178,2014,6,0,1945,69,12.232841150744216,6.78105762593618,8.821879862683842,7.0825485693553,8.821879862683842
4,2.0,1.0,0,0,3,6,98168,2015,1,0,1950,65,12.054092109237121,7.359467638255621,9.169622538697624,7.53955882930103,9.105090961257085
4,1.0,1.5,0,0,4,7,98144,2015,5,0,1925,90,13.190023895035274,7.384610383176974,8.000684784514748,7.384610383176974,8.304247465078474
3,2.5,1.0,0,2,3,8,98177,2015,1,0,1964,51,13.399996629152975,7.783640596221253,8.775703886567738,7.75833346749091,9.292565312231853
3,2.0,1.0,0,0,3,7,98034,2014,11,0,1987,27,12.87774334868815,7.280008252884188,9.11964950669168,7.365812837209472,9.116578992161708
2,1.0,1.0,0,0,3,6,98117,2015,4,0,1953,62,12.886643575525625,6.647688373563329,8.699681400989514,7.444833273892193,8.699681400989514
4,1.75,1.5,0,0,5,7,98118,2014,11,0,1924,90,13.005831808336863,7.650168700845001,8.38958706681109,7.523481312573497,8.38958706681109
3,2.25,2.0,0,0,3,9,98052,2014,6,0,1990,24,13.554147092530322,7.976251943745623,9.230633075243945,7.901377353792616,9.546312483555713
4,2.75,1.5,0,0,3,8,98004,2015,3,1,1992,23,14.187074804051692,7.919719760924575,9.786391780659882,8.026496938945412,9.330431852234003
3,2.25,1.0,0,2,3,8,98178,2014,7,0,1967,47,13.005831808336863,7.650168700845001,9.012133305952004,7.886457270977689,9.072571442231286
4,2.25,1.0,0,0,3,8,98023,2014,7,0,1978,36,12.468440756144114,7.6783263565068856,9.083869707922235,7.645397699428633,9.036106025364846
5,3.5,2.0,0,0,5,7,98103,2014,6,0,1926,88,13.620104977426395,7.749753406274437,8.509362612301048,7.438971592395862,8.509362612301048
4,2.5,2.0,0,0,3,7,98065,2015,4,0,2004,11,12.971542813248437,7.635786861395585,8.368925174747135,7.58629630715272,8.229244416735913
3,1.75,1.0,0,0,4,7,98092,2015,1,0,1986,29,12.264346270624157,6.966967138613983,8.971575439759016,7.259116128097101,8.946505025998682
4,2.25,1.0,0,0,3,8,98027,2015,4,0,1986,29,13.400753916947913,7.606387389772652,9.169934957341145,7.630946580890459,9.189525232262262
3,3.5,1.5,0,0,3,9,98052,2014,6,0,1989,25,13.572165574841936,8.281723990411392,11.617996938859507,7.816416983691801,11.390769130367211
3,2.5,2.0,0,0,3,8,98029,2014,5,0,2014,0,13.024192509731431,7.606387389772652,7.7354333524996886,7.43307534889858,7.416378479192928
4,3.5,3.0,0,0,3,9,98107,2015,1,0,2005,10,13.42246945133505,7.669028288589683,7.731492029245684,7.340186835320115,7.734558844354756
3,1.75,1.0,0,0,4,7,98003,2014,8,0,1956,58,12.201065128819632,7.186144304522325,9.763708110007842,7.346655163176539,9.86609716331757
4,1.75,1.0,0,0,3,7,98003,2014,8,0,1968,46,12.301387370778713,7.611347717403621,8.967121656230923,7.467942332285852,9.004668301573977
4,2.25,1.0,0,0,4,8,98028,2014,5,0,1968,46,13.021439671201302,7.85979918056211,9.21064032698518,7.346655163176539,9.253112463820052
2,1.0,1.0,0,0,3,6,98125,2014,7,0,1981,33,12.854486546624395,7.0825485693553,8.398634855292102,6.966967138613983,8.651024539049757
3,2.25,3.0,0,0,3,8,98107,2014,5,0,2014,0,13.161489855348382,7.065613363597717,7.1308988302963465,7.208600337960199,7.1785454837637
2,1.0,1.0,0,0,3,7,98119,2014,6,0,1925,89,13.407543823396258,7.01301578963963,8.071218539969863,7.065613363597717,8.188966863648876
5,2.5,1.0,0,0,4,8,98006,2014,7,0,1968,46,13.17628511440807,7.944846711001996,9.145908511816794,7.944846711001996,9.145908511816794
3,1.0,1.0,0,0,4,7,98058,2015,5,0,1962,53,12.230770136157428,7.384610383176974,9.057189192482008,7.384610383176974,9.057189192482008
3,1.0,1.0,0,0,4,7,98133,2015,4,0,1923,92,12.948012371209098,6.966967138613983,8.999372396592106,7.353081920515432,8.97979449089521
4,2.25,1.0,0,0,4,8,98006,2015,2,0,1961,54,13.122365377402328,7.616283561580385,9.049936850483158,7.7102051944325325,9.085343881801498
4,2.5,2.0,0,0,4,9,98077,2014,12,0,1994,20,13.733759141278622,8.208219383496834,12.661517685943359,7.951911381854188,11.385001180236953
4,1.0,2.0,0,0,3,8,98109,2014,6,0,1905,109,13.698977865303197,7.844240718141811,8.294299608857235,7.696667081526462,8.294299608857235
2,2.5,2.0,0,0,3,7,98027,2014,8,0,2007,7,12.971542813248437,7.791935956938058,11.018383211277339,7.57095858316901,12.174803832052444
5,2.0,1.0,0,0,4,8,98032,2014,10,0,1960,54,12.460718739865236,7.72356247227797,9.433563920090563,7.215975002651466,9.798182590890704
3,1.0,1.0,0,0,3,7,98103,2014,11,0,1947,67,13.144126826131089,7.266128779556451,8.147867129923947,7.280008252884188,8.433811582477187
3,2.0,2.0,0,0,3,8,98103,2014,8,0,1990,24,13.184720145248114,7.215975002651466,8.036249942132116,7.313886831633462,8.036249942132116
3,1.0,1.5,0,0,3,7,98107,2015,4,0,1947,68,13.235693848424024,7.01301578963963,8.517393171418904,7.259116128097101,8.517393171418904
3,1.0,1.0,0,0,4,7,98003,2015,3,0,1954,61,12.553029016757746,7.1316985104669115,9.012011377036412,7.427144133408616,9.063463176115423
4,3.25,2.0,0,3,3,12,98006,2015,4,0,2006,9,14.626441218624949,8.552753366814787,9.89600966268017,8.058643712215618,9.18512512283512
1,1.0,1.0,0,0,3,7,98115,2014,5,0,1942,72,12.765691290604371,6.55250788703459,8.537191877922927,6.918695219020472,8.537191877922927
3,1.0,1.0,0,0,4,7,98058,2014,7,0,1967,47,12.278397958261774,7.074116816197362,8.945071894361302,7.0825485693553,8.945071894361302
5,3.5,2.0,0,0,3,9,98056,2014,11,0,1996,18,13.384729180332174,8.284251797621916,10.136423006312807,7.878912912297133,9.523397750759193
4,2.75,1.0,0,0,3,8,98023,2014,8,0,1967,47,12.676079399771027,7.878912912297133,8.922791623969637,7.591357046698551,8.971575439759016
3,2.0,1.5,0,0,3,7,98022,2014,11,1,2013,1,12.417147664184915,7.147559271189454,8.881697406469304,7.057036981697891,8.881697406469304
4,1.75,1.0,0,0,4,8,98059,2014,10,0,1968,46,12.676079399771027,7.473637108496206,9.321971188147367,7.456454555176209,9.321971188147367
5,2.25,1.0,0,0,3,7,98146,2014,5,0,1962,52,12.449022745701502,7.630946580890459,9.063347348235522,6.918695219020472,9.365718869155696
3,1.75,1.0,0,0,3,7,98034,2015,3,0,1962,53,12.989976472461,7.484930283289661,9.17585244151751,7.0909098220799835,9.17585244151751
3,2.5,2.0,0,0,3,10,98075,2015,3,0,2000,15,13.710151153416941,8.131824785007195,9.71739890917293,8.131824785007195,9.441610810502
3,2.75,1.0,0,0,3,7,98034,2014,6,0,1979,35,12.996802422000108,7.555381944240273,8.893023494394711,7.444833273892193,9.006141236662911
3,2.0,1.0,0,0,4,7,98027,2014,8,0,1975,39,12.948012371209098,7.611347717403621,10.554066422987296,7.65491704784832,10.507557587511348
3,1.75,1.0,0,0,3,7,98034,2014,12,0,1976,38,12.821260987319457,7.365812837209472,8.853808274977197,7.403061091090091,8.922791623969637
2,1.75,1.0,0,0,5,5,98198,2015,2,0,1949,66,12.505995740029274,7.201170883281678,8.888894669371593,7.5126175446745105,9.18512512283512
4,2.5,2.0,0,0,3,9,98006,2015,3,0,1999,16,13.601204094315538,7.893945138235959,8.411832675758411,7.979681302387741,8.412054873292933
3,2.5,1.0,0,0,4,8,98034,2014,6,0,1979,35,13.389333939650964,7.893945138235959,9.18512512283512,7.816416983691801,9.076923258535832
3,2.0,1.0,0,0,5,7,98133,2014,6,0,1964,50,12.82530683492637,7.223295679562314,9.028458718410613,7.479299637782834,8.894121641382213
3,1.75,1.0,0,0,3,7,98166,2015,3,0,1954,61,12.556733038263905,7.353081920515432,9.952325334619427,6.976348070447749,8.97727273946428
3,1.75,1.0,0,0,4,7,98023,2015,1,0,1978,37,12.513561021741964,7.6783263565068856,8.87360810154911,7.565793282428515,8.902591637374087
3,1.5,1.5,0,0,3,7,98133,2014,5,0,1955,59,12.653961664405365,7.201170883281678,8.976262255609193,7.300472814267799,8.97979449089521
4,2.5,2.0,0,0,3,10,98033,2015,1,0,1984,31,13.729408948828524,8.263848131368906,10.463217619655723,8.227108234348146,10.469681655831673
4,2.25,2.0,0,0,4,8,98006,2014,9,0,1980,34,13.419502094509863,7.85979918056211,9.010791269515602,7.72356247227797,9.028338763993148
3,2.5,2.0,0,0,3,8,98122,2015,2,0,2008,7,12.959846800844963,7.02197642307216,7.00397413672268,7.372118028337787,7.493317248862145
5,2.75,1.0,0,0,3,7,98144,2014,7,0,1986,28,12.899097318586382,7.58629630715272,8.594339400592892,7.155396301896734,7.67368812926773
3,1.0,1.0,0,0,3,6,98122,2014,5,0,1901,113,12.861001210669146,7.107425474110705,8.476579508530941,7.0909098220799835,8.476579508530941
3,1.5,1.0,0,2,4,7,98022,2014,11,0,1975,39,12.505995740029274,7.576097340623111,8.93075873555827,7.576097340623111,9.098514556793926
2,1.0,1.0,0,0,3,7,98177,2015,1,0,1949,66,12.706850963741102,7.208600337960199,9.014447135152134,7.340186835320115,9.0217190130337
3,2.5,2.0,0,0,3,7,98030,2014,7,0,1988,26,12.468440756144114,7.421177528595393,8.6652683094816,7.421177528595393,8.729720590267258
4,3.0,1.5,0,0,4,7,98126,2015,4,0,1925,90,13.060490101343552,7.7752758464868625,8.542080906924017,7.252053951852814,8.589699882202986
4,3.0,2.0,0,0,5,7,98034,2014,6,0,1961,53,13.286183160425152,7.80016307039296,9.169622538697624,7.736743682453495,9.169622538697624
2,1.5,2.0,0,0,3,7,98038,2014,7,0,1996,18,12.004574385508691,6.957497370876951,8.13739583005665,6.957497370876951,8.136810863675537
4,2.75,2.0,0,0,3,9,98052,2014,9,0,1993,21,13.635188201437066,8.049107721326406,9.50397966490209,7.72356247227797,9.208839245849916
5,3.0,1.0,0,2,4,10,98033,2014,11,0,1986,28,13.90626583447433,8.316544717929398,9.461176908307142,7.840312983320164,9.237079669165805
4,1.75,1.0,0,0,4,8,98023,2015,4,0,1969,46,12.502470376049185,7.307202314764738,9.210440366976517,7.692113339595466,9.09504174761272
3,2.5,2.0,0,0,3,8,98074,2014,5,0,1987,27,13.235693848424024,7.550135342488429,9.076237387452702,7.616283561580385,9.076237387452702
