id,bedrooms,bathrooms,floors,waterfront,view,condition,grade,zipcode,sale_month,was_renovated,effective_age,price_log,sqft_living_log,sqft_lot_log,sqft_living15_log
9270200160,3,1.0,2.0,0,0,3,7,98119,10,0,92,13.437175577097312,7.359467638255621,7.732369222284388,7.365812837209472
1432701230,3,1.0,1.0,0,0,4,6,98058,7,0,55,12.6410997921206,7.155396301896734,9.175438319966918,7.201170883281678
8035350320,3,2.5,2.0,0,0,3,8,98019,7,0,11,13.098072734013513,8.058643712215618,9.518119146127086,8.02322468471667
8945200830,3,1.0,1.0,0,0,3,6,98023,3,0,49,12.257198175846119,6.898714534329988,9.05122740031911,7.113956109566034
4178300310,4,2.5,2.0,0,0,4,9,98007,7,0,33,13.573440270649085,7.736743682453495,9.504277838590472,7.893945138235959
9215400105,3,1.75,1.0,0,0,4,7,98115,4,0,62,13.017005083966255,7.1316985104669115,8.69349667588463,6.878326468291325
822039084,3,2.5,1.0,1,2,5,9,98070,3,0,62,14.115615891155079,7.9208096792886,11.08223485230999,7.893945138235959
5245600105,3,1.0,1.0,0,0,3,7,98148,9,0,59,12.337105293891872,7.0825485693553,9.126958763037132,7.0825485693553
7231300125,5,2.5,1.0,0,0,4,8,98056,2,0,49,12.75130259456002,8.055475141757274,9.119868468812108,7.596392304064196
7518505990,3,1.75,1.0,0,0,4,7,98117,12,0,64,13.304686600863562,7.252053951852814,8.314097335405807,7.252053951852814
3626039271,2,1.75,1.0,0,0,3,7,98117,2,0,34,13.279368835614243,7.591357046698551,9.053803514155955,7.300472814267799
4217401195,5,2.25,1.5,0,0,3,8,98105,3,0,88,13.732130035981154,7.912423121473705,8.699681400989514,7.912423121473705
9822700295,4,2.5,2.0,0,0,3,9,98105,5,0,19,13.69334405393293,7.9483852851118995,8.517393171418904,7.576097340623111
9478500640,4,2.5,2.0,0,0,3,7,98042,8,0,6,12.586223364451623,7.719129840906732,8.410943391573527,7.719129840906732
2799800710,3,2.5,2.0,0,0,3,8,98042,4,0,12,12.614868865984631,7.791935956938058,8.46611040118692,7.897668150726906
7922800400,5,3.25,2.0,0,4,4,8,98008,8,0,46,13.765270393051685,8.086717920303906,9.571017297294214,7.993282328101591
8079040320,4,3.0,2.0,0,0,3,8,98059,2,0,24,12.971542813248437,7.523481312573497,9.208037722913508,7.7279755421055585
1516000055,3,2.25,1.0,0,3,4,8,98166,12,0,55,13.384729180332174,7.67368812926773,9.963453133703561,7.852050207265889
9558200045,3,1.75,1.0,0,0,3,7,98148,8,0,60,12.574185427296195,7.13966033596492,9.036106025364846,7.1631723908466425
5072410070,3,1.75,2.0,0,0,5,8,98166,10,0,41,13.132315688453556,7.832014180505469,9.07004328643746,7.824445930877619
9528102996,3,1.75,3.0,0,0,3,8,98115,12,0,0,13.215855541983634,7.340186835320115,6.951772164398911,7.365812837209472
1189001180,3,2.25,1.0,0,0,3,7,98122,6,0,35,12.959846800844963,7.415175109613295,8.699681400989514,7.273092595999522
3253500160,3,2.75,1.5,0,0,5,7,98144,11,0,89,12.668629868984294,7.9269635448629785,8.245384468120747,7.273092595999522
3394100030,4,2.5,2.0,0,0,3,10,98004,9,0,25,13.790193775620484,7.908754738783246,9.3101857069459,7.919719760924575
3717000160,4,2.5,2.0,0,0,3,7,98001,10,0,9,12.567240979056246,7.714677473800927,8.444407421690585,7.706162970199576
1274500060,3,1.0,1.0,0,0,4,7,98042,8,0,46,12.225880174775122,6.90875477931522,9.398561160701128,6.918695219020472
1802000060,5,2.25,1.0,0,0,3,8,98004,6,0,49,14.096923772119156,8.071218539969863,9.911406117780423,8.128880142125638
1525059190,5,3.25,1.0,0,0,4,11,98005,9,0,41,13.854732232655556,8.470311205516108,10.821676481693363,8.169336395928386
1049000060,3,2.0,1.0,0,0,4,7,98034,1,0,43,12.691583538230217,7.13966033596492,8.6328406149422,7.403061091090091
8820901275,4,2.0,1.5,0,0,5,7,98125,6,0,98,13.255146239950099,7.919719760924575,8.962904128092928,7.32052696227274
5416510140,4,2.5,2.0,0,0,3,8,98038,7,0,9,12.793862088206213,7.7752758464868625,8.517393171418904,7.791935956938058
3444100400,3,1.75,1.0,0,0,5,7,98042,3,0,50,12.762830066509972,7.490529402060711,10.830322498285954,7.57095858316901
3276920270,4,4.0,2.0,0,0,4,10,98075,11,0,28,13.632189702037216,8.14060704285845,10.466041875887068,8.083637203141548
4036801170,4,1.75,1.0,0,0,3,7,98008,10,0,58,12.847929163278053,7.473637108496206,8.895766604056085,7.427144133408616
2391600320,3,1.0,1.0,0,0,3,7,98116,4,0,74,13.081543466215237,6.947937068614969,8.529319371214077,6.792344427470809
6300000287,3,1.0,1.0,0,0,4,7,98133,6,0,58,12.923914877701906,7.252053951852814,8.529319371214077,7.030857476116121
1531000030,4,2.5,2.0,0,0,3,10,98010,3,0,13,13.487007879880162,8.146419323098003,10.588703362769794,8.11701408773731
5104520400,3,2.5,2.0,0,0,3,8,98038,12,0,11,12.873904582205107,7.762596048540069,8.537191877922927,7.762596048540069
7437100340,4,2.5,2.0,0,0,3,7,98038,12,0,22,12.793862088206213,7.550135342488429,8.681011276645632,7.534228326274089
9418400240,2,1.0,1.0,0,0,3,7,98118,10,0,66,12.779875885354993,7.611347717403621,8.812992231969966,7.450660796211539
1523059105,3,1.5,1.0,0,0,3,8,98059,1,0,51,12.782688818818986,7.427144133408616,9.072571442231286,7.523481312573497
1133000671,3,1.0,1.0,0,0,3,6,98125,6,0,62,12.660331092405906,6.8679744089702925,8.800113946766308,7.359467638255621
4232902595,3,1.5,2.0,0,0,3,9,98119,11,0,89,13.753636218075409,7.669028288589683,8.188966863648876,7.611347717403621
2599001200,5,2.25,1.5,0,0,5,7,98092,11,0,53,12.628070334272698,7.886457270977689,9.036106025364846,7.372118028337787
3342103156,3,3.25,2.0,0,0,3,9,98056,6,0,8,13.04115549117383,7.9269635448629785,8.744966011114109,7.550135342488429
1332700270,2,2.25,2.0,0,0,4,7,98056,5,0,35,12.278397958261774,7.384610383176974,7.621195162809845,7.576097340623111
3869900162,2,1.75,2.0,0,0,3,7,98136,9,0,8,12.721888795877375,6.93828448401696,6.9726062513017535,6.93828448401696
2791500270,4,2.5,2.0,0,0,3,7,98023,5,0,26,12.40287632827253,7.591357046698551,8.909775673693389,7.591357046698551
5036300431,5,2.75,2.0,0,0,4,10,98199,3,0,14,13.910712550098342,8.166500319155052,8.756839814829462,7.83241092718792
4168000060,3,1.0,1.0,0,0,3,7,98023,2,0,53,11.938199736300925,7.0909098220799835,9.259225769705994,7.208600337960199
6021501535,3,1.5,1.0,0,0,3,8,98117,7,0,75,12.971542813248437,7.365812837209472,8.517393171418904,7.359467638255621
6021501535,3,1.5,1.0,0,0,3,8,98117,12,0,75,13.45883704259595,7.365812837209472,8.517393171418904,7.359467638255621
1483300570,4,2.5,1.0,0,0,3,7,98040,9,1,23,13.715691327653829,8.101980731853192,9.235130540783402,7.576097340623111
3422049190,3,1.75,1.0,0,0,3,7,98032,3,0,48,12.419169901386761,7.581209826196346,9.660268836790868,7.467942332285852
1099611230,4,1.5,1.0,0,0,4,7,98023,9,0,39,12.201065128819632,7.057036981697891,8.764209507142004,7.057036981697891
722079104,3,1.75,1.0,0,0,5,7,98038,7,0,34,12.657151449598695,7.501634457883413,10.640675541671662,7.409136443920128
7338200240,3,2.5,2.0,0,2,3,9,98045,5,0,22,12.988834270491479,7.749753406274437,10.514556622060466,7.844240718141811
1952200240,3,2.5,1.5,0,0,5,9,98102,6,0,104,13.653968797939685,7.635786861395585,9.491148875484791,7.696667081526462
5200100125,3,2.0,1.5,0,0,4,7,98117,10,0,85,13.22672519452875,7.591357046698551,8.154500175151941,7.384610383176974
7214720075,3,2.25,2.0,0,0,4,8,98077,12,0,31,13.458765611575428,7.692113339595466,11.586120163073273,7.852050207265889
2450000295,3,2.5,2.0,0,0,3,8,98004,10,1,4,13.89985262551525,7.979681302387741,9.001346243766392,7.771067086065406
6197800045,3,1.0,1.0,0,0,3,7,98058,9,0,60,12.577639650232573,7.099201743553092,10.43176008990584,7.403061091090091
1328310370,3,2.5,1.0,0,0,4,8,98058,4,0,37,12.834683971615659,7.75833346749091,9.21094019204815,7.719129840906732
546000875,3,1.0,1.5,0,0,4,7,98117,5,0,75,13.038983942375959,7.421177528595393,8.295548516225763,7.123672785204607
3530510041,2,1.75,1.0,0,0,4,8,98198,7,0,29,12.146858590895919,7.123672785204607,7.821643126239982,7.147559271189454
1853000400,4,2.5,2.0,0,0,4,10,98077,3,0,24,13.429849547739444,8.052296499538647,10.24131601192848,8.003363058629947
3134100116,5,1.75,2.0,0,0,4,7,98052,8,0,72,13.060490101343552,7.616283561580385,9.42084437974393,7.824445930877619
9545230140,4,2.5,2.0,0,0,3,8,98027,7,0,30,13.300929558259364,7.745435610274381,9.172119159155985,7.57095858316901
3362400511,3,1.75,1.0,0,0,5,6,98103,3,0,110,13.25339339419516,7.13966033596492,8.110427237575024,7.2305631534092925
2525310310,3,1.75,1.0,0,0,4,7,98038,9,0,34,12.515397562803473,7.340186835320115,9.441531454869693,7.340186835320115
6126500060,3,1.75,1.0,0,2,3,7,98108,11,0,43,12.706699437569211,7.640603826393634,8.694502206386648,7.645397699428633
8961960160,4,2.5,2.0,0,3,3,9,98001,10,0,13,13.081543466215237,8.080546965824498,9.691036630760662,7.878912912297133
3626039325,3,3.5,2.0,0,0,3,8,98117,11,1,15,13.51508226312797,8.385032287813898,8.756367559802975,7.5126175446745105
3362400431,3,3.5,3.0,0,0,3,8,98103,6,0,4,13.158697235290168,7.372118028337787,7.005789019253503,7.390798521735676
4060000240,2,1.0,1.0,0,0,4,6,98178,6,0,69,12.232841150744216,6.78105762593618,8.821879862683842,7.0825485693553
3454800060,4,2.0,1.0,0,0,3,6,98168,1,0,65,12.054092109237121,7.359467638255621,9.169622538697624,7.53955882930103
1695900060,4,1.0,1.5,0,0,4,7,98144,5,0,90,13.190023895035274,7.384610383176974,8.000684784514748,7.384610383176974
7278700070,3,2.5,1.0,0,2,3,8,98177,1,0,51,13.399996629152975,7.783640596221253,8.775703886567738,7.75833346749091
6675500070,3,2.0,1.0,0,0,3,7,98034,11,0,27,12.87774334868815,7.280008252884188,9.11964950669168,7.365812837209472
3626039187,2,1.0,1.0,0,0,3,6,98117,4,0,62,12.886643575525625,6.647688373563329,8.699681400989514,7.444833273892193
3524049083,4,1.75,1.5,0,0,5,7,98118,11,0,90,13.005831808336863,7.650168700845001,8.38958706681109,7.523481312573497
3275860240,3,2.25,2.0,0,0,3,9,98052,6,0,24,13.554147092530322,7.976251943745623,9.230633075243945,7.901377353792616
4389200955,4,2.75,1.5,0,0,3,8,98004,3,1,23,14.187074804051692,7.919719760924575,9.786391780659882,8.026496938945412
4058801670,3,2.25,1.0,0,2,3,8,98178,7,0,47,13.005831808336863,7.650168700845001,9.012133305952004,7.886457270977689
8732020310,4,2.25,1.0,0,0,3,8,98023,7,0,36,12.468440756144114,7.6783263565068856,9.083869707922235,7.645397699428633
2331300505,5,3.5,2.0,0,0,5,7,98103,6,0,88,13.620104977426395,7.749753406274437,8.509362612301048,7.438971592395862
7853210060,4,2.5,2.0,0,0,3,7,98065,4,0,11,12.971542813248437,7.635786861395585,8.368925174747135,7.58629630715272
3668000070,3,1.75,1.0,0,0,4,7,98092,1,0,29,12.264346270624157,6.966967138613983,8.971575439759016,7.259116128097101
9545240070,4,2.25,1.0,0,0,3,8,98027,4,0,29,13.400753916947913,7.606387389772652,9.169934957341145,7.630946580890459
1243100136,3,3.5,1.5,0,0,3,9,98052,6,0,25,13.572165574841936,8.281723990411392,11.617996938859507,7.816416983691801
8929000270,3,2.5,2.0,0,0,3,8,98029,5,0,0,13.024192509731431,7.606387389772652,7.7354333524996886,7.43307534889858
2767602356,4,3.5,3.0,0,0,3,9,98107,1,0,10,13.42246945133505,7.669028288589683,7.731492029245684,7.340186835320115
921049315,3,1.75,1.0,0,0,4,7,98003,8,0,58,12.201065128819632,7.186144304522325,9.763708110007842,7.346655163176539
3655000070,4,1.75,1.0,0,0,3,7,98003,8,0,46,12.301387370778713,7.611347717403621,8.967121656230923,7.467942332285852
4027700812,4,2.25,1.0,0,0,4,8,98028,5,0,46,13.021439671201302,7.85979918056211,9.21064032698518,7.346655163176539
3992700335,2,1.0,1.0,0,0,3,6,98125,7,0,33,12.854486546624395,7.0825485693553,8.398634855292102,6.966967138613983
2767603505,3,2.25,3.0,0,0,3,8,98107,5,0,0,13.161489855348382,7.065613363597717,7.1308988302963465,7.208600337960199
4232901525,2,1.0,1.0,0,0,3,7,98119,6,0,89,13.407543823396258,7.01301578963963,8.071218539969863,7.065613363597717
1777500060,5,2.5,1.0,0,0,4,8,98006,7,0,46,13.17628511440807,7.944846711001996,9.145908511816794,7.944846711001996
1432900240,3,1.0,1.0,0,0,4,7,98058,5,0,53,12.230770136157428,7.384610383176974,9.057189192482008,7.384610383176974
6140100875,3,1.0,1.0,0,0,4,7,98133,4,0,92,12.948012371209098,6.966967138613983,8.999372396592106,7.353081920515432
6071600370,4,2.25,1.0,0,0,4,8,98006,2,0,54,13.122365377402328,7.616283561580385,9.049936850483158,7.7102051944325325
1526069017,4,2.5,2.0,0,0,4,9,98077,12,0,20,13.733759141278622,8.208219383496834,12.661517685943359,7.951911381854188
809001525,4,1.0,2.0,0,0,3,8,98109,6,0,109,13.698977865303197,7.844240718141811,8.294299608857235,7.696667081526462
3224079105,2,2.5,2.0,0,0,3,7,98027,8,0,7,12.971542813248437,7.791935956938058,11.018383211277339,7.57095858316901
8075400570,5,2.0,1.0,0,0,4,8,98032,10,0,54,12.460718739865236,7.72356247227797,9.433563920090563,7.215975002651466
1994200024,3,1.0,1.0,0,0,3,7,98103,11,0,67,13.144126826131089,7.266128779556451,8.147867129923947,7.280008252884188
3362900810,3,2.0,2.0,0,0,3,8,98103,8,0,24,13.184720145248114,7.215975002651466,8.036249942132116,7.313886831633462
1324300398,3,1.0,1.5,0,0,3,7,98107,4,0,68,13.235693848424024,7.01301578963963,8.517393171418904,7.259116128097101
537000445,3,1.0,1.0,0,0,4,7,98003,3,0,61,12.553029016757746,7.1316985104669115,9.012011377036412,7.427144133408616
7855801670,4,3.25,2.0,0,3,3,12,98006,4,0,9,14.626441218624949,8.552753366814787,9.89600966268017,8.058643712215618
7920100045,1,1.0,1.0,0,0,3,7,98115,5,0,72,12.765691290604371,6.55250788703459,8.537191877922927,6.918695219020472
8960000030,3,1.0,1.0,0,0,4,7,98058,7,0,47,12.278397958261774,7.074116816197362,8.945071894361302,7.0825485693553
6388930390,5,3.5,2.0,0,0,3,9,98056,11,0,18,13.384729180332174,8.284251797621916,10.136423006312807,7.878912912297133
8731900200,4,2.75,1.0,0,0,3,8,98023,8,0,47,12.676079399771027,7.878912912297133,8.922791623969637,7.591357046698551
8029200135,3,2.0,1.5,0,0,3,7,98022,11,1,1,12.417147664184915,7.147559271189454,8.881697406469304,7.057036981697891
1081200350,4,1.75,1.0,0,0,4,8,98059,10,0,46,12.676079399771027,7.473637108496206,9.321971188147367,7.456454555176209
84000105,5,2.25,1.0,0,0,3,7,98146,5,0,52,12.449022745701502,7.630946580890459,9.063347348235522,6.918695219020472
3756500060,3,1.75,1.0,0,0,3,7,98034,3,0,53,12.989976472461,7.484930283289661,9.17585244151751,7.0909098220799835
7215720160,3,2.5,2.0,0,0,3,10,98075,3,0,15,13.710151153416941,8.131824785007195,9.71739890917293,8.131824785007195
3574800520,3,2.75,1.0,0,0,3,7,98034,6,0,35,12.996802422000108,7.555381944240273,8.893023494394711,7.444833273892193
2617300160,3,2.0,1.0,0,0,4,7,98027,8,0,39,12.948012371209098,7.611347717403621,10.554066422987296,7.65491704784832
2558660270,3,1.75,1.0,0,0,3,7,98034,12,0,38,12.821260987319457,7.365812837209472,8.853808274977197,7.403061091090091
2009000370,2,1.75,1.0,0,0,5,5,98198,2,0,66,12.505995740029274,7.201170883281678,8.888894669371593,7.5126175446745105
1836980160,4,2.5,2.0,0,0,3,9,98006,3,0,16,13.601204094315538,7.893945138235959,8.411832675758411,7.979681302387741
3261020370,3,2.5,1.0,0,0,4,8,98034,6,0,35,13.389333939650964,7.893945138235959,9.18512512283512,7.816416983691801
1755700060,3,2.0,1.0,0,0,5,7,98133,6,0,50,12.82530683492637,7.223295679562314,9.028458718410613,7.479299637782834
4330600435,3,1.75,1.0,0,0,3,7,98166,3,0,61,12.556733038263905,7.353081920515432,9.952325334619427,6.976348070447749
9542800700,3,1.75,1.0,0,0,4,7,98023,1,0,37,12.513561021741964,7.6783263565068856,8.87360810154911,7.565793282428515
1999700045,3,1.5,1.5,0,0,3,7,98133,5,0,59,12.653961664405365,7.201170883281678,8.976262255609193,7.300472814267799
1762600070,4,2.5,2.0,0,0,3,10,98033,1,0,31,13.729408948828524,8.263848131368906,10.463217619655723,8.227108234348146
1687900520,4,2.25,2.0,0,0,4,8,98006,9,0,34,13.419502094509863,7.85979918056211,9.010791269515602,7.72356247227797
7234600798,3,2.5,2.0,0,0,3,8,98122,2,0,7,12.959846800844963,7.02197642307216,7.00397413672268,7.372118028337787
3881900445,5,2.75,1.0,0,0,3,7,98144,7,0,28,12.899097318586382,7.58629630715272,8.594339400592892,7.155396301896734
2254502445,3,1.0,1.0,0,0,3,6,98122,5,0,113,12.861001210669146,7.107425474110705,8.476579508530941,7.0909098220799835
5437810320,3,1.5,1.0,0,2,4,7,98022,11,0,39,12.505995740029274,7.576097340623111,8.93075873555827,7.576097340623111
9158100075,2,1.0,1.0,0,0,3,7,98177,1,0,66,12.706850963741102,7.208600337960199,9.014447135152134,7.340186835320115
3830630310,3,2.5,2.0,0,0,3,7,98030,7,0,26,12.468440756144114,7.421177528595393,8.6652683094816,7.421177528595393
8123100045,4,3.0,1.5,0,0,4,7,98126,4,0,90,13.060490101343552,7.7752758464868625,8.542080906924017,7.252053951852814
3127200041,4,3.0,2.0,0,0,5,7,98034,6,0,53,13.286183160425152,7.80016307039296,9.169622538697624,7.736743682453495
6661200320,2,1.5,2.0,0,0,3,7,98038,7,0,18,12.004574385508691,6.957497370876951,8.13739583005665,6.957497370876951
11510310,4,2.75,2.0,0,0,3,9,98052,9,0,21,13.635188201437066,8.049107721326406,9.50397966490209,7.72356247227797
825059270,5,3.0,1.0,0,2,4,10,98033,11,0,28,13.90626583447433,8.316544717929398,9.461176908307142,7.840312983320164
8731951370,4,1.75,1.0,0,0,4,8,98023,4,0,46,12.502470376049185,7.307202314764738,9.210440366976517,7.692113339595466
1954440060,3,2.5,2.0,0,0,3,8,98074,5,0,27,13.235693848424024,7.550135342488429,9.076237387452702,7.616283561580385
2264500350,4,1.0,1.5,0,0,4,6,98103,4,0,114,13.329379172803593,7.193685818395112,7.783640596221253,7.193685818395112
1115810060,3,2.25,1.0,0,0,3,8,98052,12,0,39,13.27969015095896,7.7102051944325325,9.213036733523925,7.7102051944325325
9477200200,3,1.75,1.0,0,0,3,7,98034,8,0,37,12.628070334272698,7.409136443920128,9.15704507491796,7.340186835320115
1432600560,3,1.0,1.0,0,0,3,6,98058,11,0,55,12.025455635171172,7.0825485693553,9.084890521258767,7.115582126184454
2287000060,3,2.5,1.0,0,0,4,8,98040,9,0,55,13.591117476312084,7.669028288589683,9.200087995511831,7.893945138235959
3663500060,3,2.5,1.0,0,0,4,7,98133,6,0,52,12.899222326086994,7.687538766201629,8.923857580099885,7.550135342488429
3996900125,3,1.0,1.0,0,0,3,7,98155,12,0,66,12.345838935721968,6.966967138613983,9.232982102457008,7.359467638255621
7796450200,3,2.5,2.0,0,0,3,8,98023,5,0,11,12.456379900115223,7.43307534889858,8.522379718103538,7.844240718141811
7549802535,4,2.0,1.5,0,0,5,7,98108,11,0,94,12.955129822091815,7.58629630715272,8.776630098427717,7.313886831633462
3278600320,3,2.5,2.0,0,0,3,8,98126,7,0,7,13.049794835104816,7.67368812926773,8.315077007294104,7.467942332285852
2824079053,3,2.5,2.0,0,0,3,7,98024,1,0,18,12.994532278619134,7.555381944240273,11.100616994380056,7.754052639035757
1222069094,3,1.75,1.0,0,0,4,7,98038,10,0,45,12.861001210669146,7.208600337960199,11.951657701327862,7.353081920515432
3542300060,3,1.0,1.0,0,0,4,6,98056,3,0,72,12.25486757159303,6.7580945044277305,9.369563877524161,7.170888478512505
2222059065,3,2.5,2.0,0,0,3,8,98042,11,0,20,12.601490784782536,7.57095858316901,9.612667227583843,7.616283561580385
7551300060,3,1.0,1.0,0,0,3,7,98107,7,0,62,13.060490101343552,6.918695219020472,8.517393171418904,7.427144133408616
100600550,3,1.5,1.0,0,0,4,7,98023,8,0,38,12.330504638906516,7.170888478512505,8.905308661189288,7.266128779556451
3211100860,3,1.0,1.0,0,0,4,6,98059,3,0,53,12.521799024438941,6.814542897259958,9.042040056544483,7.244941546337007
3456000310,4,1.75,1.0,0,0,4,9,98040,8,0,48,13.641158361294979,7.816416983691801,9.306650052113591,7.9269635448629785
9526600140,3,2.5,2.0,0,0,3,8,98052,9,0,4,13.426756538561795,7.80016307039296,8.431199478249262,7.919719760924575
7465900060,3,1.0,1.0,0,0,3,7,98116,2,0,100,12.959846800844963,6.918695219020472,8.676757761087575,7.1631723908466425
1222000055,2,0.75,1.0,0,0,3,6,98166,11,0,73,12.102105602982014,6.803505257608338,9.169622538697624,7.1316985104669115
6300000550,6,3.0,2.0,0,0,3,7,98133,7,1,20,13.047641986378483,7.741099090035366,8.133000218583613,7.353081920515432
2310030510,4,2.25,2.0,0,0,3,8,98038,4,0,22,12.676079399771027,7.346655163176539,8.933268478636418,7.396948602621014
1025049114,3,2.25,2.0,0,0,3,8,98105,7,0,0,13.34631460246227,7.147559271189454,7.356918242356021,7.057036981697891
8677300550,4,2.5,1.0,0,0,3,9,98074,5,0,31,13.292107839753712,7.714677473800927,9.395408154438163,7.83241092718792
4014400292,3,2.5,2.0,0,0,3,9,98001,1,0,10,13.049794835104816,7.906547232368036,9.794620897549015,7.85979918056211
1102000196,4,2.75,2.0,0,0,3,8,98118,5,0,36,13.07527386630434,7.450660796211539,8.74369111054302,7.664346632098617
